platform	From Middle French plateforme (“a flat form”), from plate (“flat”) (from Old French plat, from Ancient Greek πλατύς (platús, “flat”)) + forme (“form”) (from Latin fōrma (“shape; figure; form”)); compare flatscape.	noun. A raised stage from which speeches are made and on which musical and other performances are made.
pleasant	From Middle English plesaunte, from Old French plaisant. By surface analysis, please + -ant. Related to Dutch plezant (“full of fun or pleasure”). Partly displaced Old English wynsum, which became Modern English winsome.	adjective. Giving pleasure; pleasing in manner.
pleasing	From Middle English plesynge, pleizinge, plesende (present participle), equivalent to please + -ing.	adjective. Agreeable; giving pleasure, cheer, enjoyment or gratification.
pleasure	From Early Modern English pleasur, plesur, alteration (with ending accommodated to -ure) of Middle English plaisir (“pleasure”), from Old French plesir, plaisir (“to please”), infinitive used as a noun, conjugated form of plaisir or plaire, from Latin placeō (“to please, to seem good”), from the Proto-Indo-European * pleh₂-k - (“wide and flat”). Related to Dutch plezier (“pleasure, fun”). More at please.	noun. A state of being pleased or contented; gratification.
pointing	From point + -ing.	noun. The action of the verb to point.
politics	From the adjective politic, by analogy with Aristotle’s τά πολῑτῐκᾱ́ (tá polītĭkā́, “affairs of state”).	noun. A methodology and activities associated with the interpersonal aspects of running a government, an organization, or a movement.
populace	Borrowed from Middle French populace, from Italian popolaccio, from popolo + -accio (“pejorative suffix”), from Latin populus.	noun. The common people of a nation.
populate	Borrowed from Medieval Latin populātus, past participle of populor (“populate”), from Latin populus (“people”).	verb. To supply with inhabitants; to people.
portable	From Middle English portable, from Middle French portable and Latin portābilis. By surface analysis, port (“to carry”) + -able.	adjective. Able to be carried or easily moved.
position	From Middle English posicioun, from Old French posicion, from Latin positiō (“a putting, position”), from positus (“placed, situated”), past participle of pōnō (“to place”); see ponent. Compare apposition, composition, deposition; see pose.	noun. A place or location.
positive	From Old French positif, from Latin positivus, from the past participle stem of ponere (“to place”). Compare posit.	adjective. Included, present, characterized by affirmation.
possible	From Middle English possible, from Old French possible, from Latin possibilis (“possible”), from posse, possum (“to be able”); see power. Displaced Middle English acumendlic (“possible”), from Old English ācumendlīċ (“possible”). Compare also Old English mihtelīċ (“strong, capable, powerful, possible”), which was cognate with Old High German mahtlīh (“possible”) and Old Norse máttulígr (“mighty, possible”). Compare also Dutch mogelijk (“possible”) and German möglich (“possible”).	adjective. Able but not certain to happen; neither inevitable nor impossible.
possibly	From possible + -ly.	adverb. Perhaps; indicates that the proposition may be true (is not certainly false) regardless of any facts or circumstances known to, stated by or implied by the speaker.
postcard	From post + card.	noun. A rectangular piece of thick paper or thin cardboard, typically used for sending messages by mail without the need for an envelope.
postpone	From Latin postpōnō (“to put after; to postpone”) from post (“after”) + pōnō (“to put; to place”), compare forestall.	verb. To delay or put off an event, appointment, etc.
powerful	From Middle English pouerful, powarfull. By surface analysis, power + -ful.	adjective. Having, or capable of exerting, power or influence.
practice	The noun is from Middle English practice, practique, practyse, from the verb; also compare Medieval Latin prāctica.. Displaced native Old English sidu. The verb is from Middle English practice, practise, practize, practyse, from Middle French pratiser, practiser, alteration of practiquer, from Medieval Latin prācticāre, from Late Latin prācticus, from Ancient Greek πρακτικός (praktikós). The spelling practice is attested once in Middle English for both the noun and the verb. The noun began to be assimilated in spelling to nouns in -ice; practise (noun) is now obsolete.	noun. Repetition of an activity to improve a skill.
precious	Inherited from Middle English precious, borrowed from Old French precios (“valuable, costly, precious, beloved, also affected, finical”), from Latin pretiōsus (“of great value, costly, dear, precious”), from pretium (“value, price”); see price.	adjective. Of high value or worth.
pregnant	From Middle English preignant, from Old French preignant, pregnant, also prenant (compare archaic Modern French prégnant), and their source, Latin praegnāns (“pregnant”), probably from prae- (“pre-”) + *gnāscī, an archaic form of nāscī (“to be born”). Displaced Old English bearnēacen (literally "child-enlarged").	adjective. Carrying developing offspring within the body.
premises	See premise	noun. plural of premise
prepared	From prepare + -ed.	adjective. Disposed, willing, ready (to do something).
presence	Through Old French presence, from Latin praesentia (“a being present”), from praesentem. Displaced native Old English andweardnes.	noun. The fact or condition of being present, or of being within sight or call, or at hand.
preserve	From Middle English preserven, from Old French preserver, from Medieval Latin prēservāre (“keep, preserve”), from Late Latin praeservāre (“guard beforehand”), from prae (“before”, adverb) + servāre (“maintain, keep”). Displaced native Old English nerian.	noun. A sweet spread made of any of a variety of fruits.
pressing	Pseudo-anglicism, derived from pressing.	adjective. Needing urgent attention.
pressure	From Latin pressūra.	noun. A pressing; a force applied to a surface.
previous	From Latin praevius.	adjective. Prior; occurring before something else, either in time or order.
printing	By surface analysis, print + -ing.	noun. The process or business of producing printed material by means of inked type and a printing press or similar technology.
printout	Deverbal from print out.	noun. Something printed on paper, usually a copy generated by a printer (machine).
priority	From Old French priorite, from Latin priōritās. Surface analysis: prior + -ity.	noun. An item's relative importance.
prisoner	From Middle English prisoner, from Old French prisonier (compare Medieval Latin prisōnārius), equivalent to prison + -er.	noun. A person incarcerated in a prison, while on trial or serving a sentence.
